time,cumulativeEmpty,cumulativeBatchingIdleReward,batchingIdleTime,batchingIdleFraction
7.6,1.15,12.9,6.45,0.8486842105263157894736842105263158
7.7,1.15,13.1,6.55,0.8506493506493506493506493506493506
7.8,1.15,13.3,6.65,0.8525641025641025641025641025641026
7.9,1.15,13.5,6.75,0.8544303797468354430379746835443038
8.0,1.15,13.7,6.85,0.85625
8.1,1.15,13.9,6.95,0.8580246913580246913580246913580247
8.2,1.15,14.1,7.05,0.8597560975609756097560975609756098
8.3,1.15,14.3,7.15,0.8614457831325301204819277108433735
8.4,1.15,14.5,7.25,0.8630952380952380952380952380952381
8.5,1.15,14.7,7.35,0.8647058823529411764705882352941176
8.6,1.15,14.9,7.45,0.8662790697674418604651162790697674
8.7,1.15,15.1,7.55,0.8678160919540229885057471264367816
8.8,1.15,15.3,7.65,0.8693181818181818181818181818181818
8.9,1.15,15.5,7.75,0.8707865168539325842696629213483146
9.0,1.15,15.7,7.85,0.8722222222222222222222222222222222
9.1,1.15,15.9,7.95,0.8736263736263736263736263736263736
9.2,1.15,16.1,8.05,0.875
9.3,1.15,16.3,8.15,0.8763440860215053763440860215053763
9.4,1.15,16.5,8.25,0.8776595744680851063829787234042553
9.5,1.15,16.7,8.35,0.8789473684210526315789473684210526
9.6,1.15,16.9,8.45,0.8802083333333333333333333333333333
9.7,1.15,17.1,8.55,0.8814432989690721649484536082474227
9.8,1.15,17.3,8.65,0.8826530612244897959183673469387755
9.9,1.15,17.5,8.75,0.8838383838383838383838383838383838
10.0,1.15,17.7,8.85,0.885
10.1,1.15,17.9,8.95,0.8861386138613861386138613861386139
10.2,1.15,18.1,9.05,0.8872549019607843137254901960784314
10.3,1.15,18.3,9.15,0.8883495145631067961165048543689320
10.4,1.15,18.5,9.25,0.8894230769230769230769230769230769
10.5,1.15,18.7,9.35,0.8904761904761904761904761904761905
10.6,1.15,18.9,9.45,0.8915094339622641509433962264150943
10.7,1.15,19.1,9.55,0.8925233644859813084112149532710280
10.8,1.15,19.3,9.65,0.8935185185185185185185185185185185
10.9,1.15,19.5,9.75,0.8944954128440366972477064220183486
11.0,1.15,19.7,9.85,0.8954545454545454545454545454545455
11.1,1.15,19.9,9.95,0.8963963963963963963963963963963964
11.2,1.15,20.1,10.05,0.8973214285714285714285714285714286
11.3,1.15,20.3,10.15,0.8982300884955752212389380530973451
11.4,1.15,20.5,10.25,0.8991228070175438596491228070175439
11.5,1.15,20.7,10.35,0.9
11.6,1.15,20.9,10.45,0.9008620689655172413793103448275862
11.7,1.15,21.1,10.55,0.9017094017094017094017094017094017
11.8,1.15,21.3,10.65,0.9025423728813559322033898305084746
11.9,1.15,21.5,10.75,0.9033613445378151260504201680672269
12.0,1.15,21.7,10.85,0.9041666666666666666666666666666667
12.1,1.15,21.9,10.95,0.9049586776859504132231404958677686
12.2,1.15,22.1,11.05,0.9057377049180327868852459016393443
12.3,1.15,22.3,11.15,0.9065040650406504065040650406504065
12.4,1.15,22.5,11.25,0.9072580645161290322580645161290323
12.5,1.15,22.7,11.35,0.908
12.6,1.15,22.9,11.45,0.9087301587301587301587301587301587
12.7,1.15,23.1,11.55,0.9094488188976377952755905511811024
12.8,1.15,23.3,11.65,0.91015625
12.9,1.15,23.5,11.75,0.9108527131782945736434108527131783
13.0,1.15,23.7,11.85,0.9115384615384615384615384615384615
13.1,1.15,23.9,11.95,0.9122137404580152671755725190839695
13.2,1.15,24.1,12.05,0.9128787878787878787878787878787879
13.3,1.15,24.3,12.15,0.9135338345864661654135338345864662
13.4,1.15,24.5,12.25,0.9141791044776119402985074626865672
13.5,1.15,24.7,12.35,0.9148148148148148148148148148148148
13.6,1.15,24.9,12.45,0.9154411764705882352941176470588235
13.7,1.15,25.1,12.55,0.9160583941605839416058394160583942
13.8,1.15,25.3,12.65,0.9166666666666666666666666666666667
13.9,1.15,25.5,12.75,0.9172661870503597122302158273381295
14.0,1.15,25.7,12.85,0.9178571428571428571428571428571429
14.1,1.15,25.9,12.95,0.9184397163120567375886524822695035
14.2,1.15,26.1,13.05,0.9190140845070422535211267605633803
14.3,1.15,26.3,13.15,0.9195804195804195804195804195804196
14.4,1.15,26.5,13.25,0.9201388888888888888888888888888889
14.5,1.15,26.7,13.35,0.9206896551724137931034482758620690
14.6,1.15,26.9,13.45,0.9212328767123287671232876712328767
14.7,1.15,27.1,13.55,0.9217687074829931972789115646258503
14.8,1.15,27.3,13.65,0.9222972972972972972972972972972973
14.9,1.15,27.5,13.75,0.9228187919463087248322147651006711
15.0,1.15,27.7,13.85,0.9233333333333333333333333333333333
15.1,1.15,27.9,13.95,0.9238410596026490066225165562913907
15.2,1.15,28.1,14.05,0.9243421052631578947368421052631579
15.3,1.15,28.3,14.15,0.9248366013071895424836601307189542
15.4,1.15,28.5,14.25,0.9253246753246753246753246753246753
15.5,1.15,28.7,14.35,0.9258064516129032258064516129032258
15.6,1.15,28.9,14.45,0.9262820512820512820512820512820513
15.7,1.15,29.1,14.55,0.9267515923566878980891719745222930
15.8,1.15,29.3,14.65,0.9272151898734177215189873417721519
15.9,1.15,29.5,14.75,0.9276729559748427672955974842767296
16.0,1.15,29.7,14.85,0.928125
16.1,1.15,29.9,14.95,0.9285714285714285714285714285714286
16.2,1.15,30.1,15.05,0.9290123456790123456790123456790123
16.3,1.15,30.3,15.15,0.9294478527607361963190184049079755
16.4,1.15,30.5,15.25,0.9298780487804878048780487804878049
16.5,1.15,30.7,15.35,0.9303030303030303030303030303030303
16.6,1.15,30.9,15.45,0.9307228915662650602409638554216867
16.7,1.15,31.1,15.55,0.9311377245508982035928143712574850
16.8,1.15,31.3,15.65,0.9315476190476190476190476190476190
16.9,1.15,31.5,15.75,0.9319526627218934911242603550295858
17.0,1.15,31.7,15.85,0.9323529411764705882352941176470588
17.1,1.15,31.9,15.95,0.9327485380116959064327485380116959
17.2,1.15,32.1,16.05,0.9331395348837209302325581395348837
17.3,1.15,32.3,16.15,0.9335260115606936416184971098265896
17.4,1.15,32.5,16.25,0.9339080459770114942528735632183908
17.5,1.15,32.7,16.35,0.9342857142857142857142857142857143
17.6,1.15,32.9,16.45,0.9346590909090909090909090909090909
17.7,1.15,33.1,16.55,0.9350282485875706214689265536723164
17.8,1.15,33.3,16.65,0.9353932584269662921348314606741573
17.9,1.15,33.5,16.75,0.9357541899441340782122905027932961
18.0,1.15,33.7,16.85,0.9361111111111111111111111111111111
18.1,1.15,33.9,16.95,0.9364640883977900552486187845303867
18.2,1.15,34.1,17.05,0.9368131868131868131868131868131868
18.3,1.15,34.3,17.15,0.9371584699453551912568306010928962
18.4,1.15,34.5,17.25,0.9375
18.5,1.15,34.7,17.35,0.9378378378378378378378378378378378
18.6,1.15,34.9,17.45,0.9381720430107526881720430107526882
18.7,1.15,35.1,17.55,0.9385026737967914438502673796791444
18.8,1.15,35.3,17.65,0.9388297872340425531914893617021277
18.9,1.15,35.5,17.75,0.9391534391534391534391534391534392
19.0,1.15,35.7,17.85,0.9394736842105263157894736842105263
19.1,1.15,35.9,17.95,0.9397905759162303664921465968586387
19.2,1.15,36.1,18.05,0.9401041666666666666666666666666667
19.3,1.15,36.3,18.15,0.9404145077720207253886010362694301
19.4,1.15,36.5,18.25,0.9407216494845360824742268041237113
19.5,1.15,36.7,18.35,0.9410256410256410256410256410256410
19.6,1.15,36.9,18.45,0.9413265306122448979591836734693878
19.7,1.15,37.1,18.55,0.9416243654822335025380710659898477
19.8,1.15,37.3,18.65,0.9419191919191919191919191919191919
19.9,1.15,37.5,18.75,0.9422110552763819095477386934673367
20.0,1.15,37.7,18.85,0.9425
20.1,1.15,37.9,18.95,0.9427860696517412935323383084577114
20.2,1.20,38.0,19.0,0.9405940594059405940594059405940594
20.3,1.30,38.0,19.0,0.9359605911330049261083743842364532
20.4,1.40,38.0,19.0,0.9313725490196078431372549019607843
20.5,1.50,38.0,19.0,0.9268292682926829268292682926829268
20.6,1.60,38.0,19.0,0.9223300970873786407766990291262136
20.7,1.70,38.0,19.0,0.9178743961352657004830917874396135
20.8,1.80,38.0,19.0,0.9134615384615384615384615384615385
20.9,1.90,38.0,19.0,0.9090909090909090909090909090909091
21.0,2.00,38.0,19.0,0.9047619047619047619047619047619048
21.1,2.10,38.0,19.0,0.9004739336492890995260663507109005
21.2,2.20,38.0,19.0,0.8962264150943396226415094339622642
21.3,2.30,38.0,19.0,0.8920187793427230046948356807511737
21.4,2.40,38.0,19.0,0.8878504672897196261682242990654206
21.5,2.50,38.0,19.0,0.8837209302325581395348837209302326
21.6,2.55,38.0,19.0,0.8796296296296296296296296296296296
21.7,2.55,38.0,19.0,0.8755760368663594470046082949308756
21.8,2.55,38.0,19.0,0.8715596330275229357798165137614679
21.9,2.55,38.0,19.0,0.8675799086757990867579908675799087
22.0,2.55,38.0,19.0,0.8636363636363636363636363636363636
22.1,2.55,38.0,19.0,0.8597285067873303167420814479638009
22.2,2.55,38.0,19.0,0.8558558558558558558558558558558559
22.3,2.55,38.0,19.0,0.8520179372197309417040358744394619
22.4,2.55,38.0,19.0,0.8482142857142857142857142857142857
22.5,2.55,38.0,19.0,0.8444444444444444444444444444444444
22.6,2.55,38.0,19.0,0.8407079646017699115044247787610619
22.7,2.55,38.0,19.0,0.8370044052863436123348017621145374
22.8,2.55,38.0,19.0,0.8333333333333333333333333333333333
22.9,2.55,38.0,19.0,0.8296943231441048034934497816593886
23.0,2.55,38.0,19.0,0.8260869565217391304347826086956522
23.1,2.55,38.0,19.0,0.8225108225108225108225108225108225
23.2,2.55,38.0,19.0,0.8189655172413793103448275862068966
23.3,2.55,38.0,19.0,0.8154506437768240343347639484978541
23.4,2.55,38.0,19.0,0.8119658119658119658119658119658120
23.5,2.55,38.0,19.0,0.8085106382978723404255319148936170
23.6,2.55,38.0,19.0,0.8050847457627118644067796610169492
23.7,2.55,38.0,19.0,0.8016877637130801687763713080168776
23.8,2.55,38.0,19.0,0.7983193277310924369747899159663866
23.9,2.55,38.0,19.0,0.7949790794979079497907949790794979
24.0,2.55,38.0,19.0,0.7916666666666666666666666666666667
24.1,2.55,38.0,19.0,0.7883817427385892116182572614107884
24.2,2.55,38.0,19.0,0.7851239669421487603305785123966942
24.3,2.55,38.0,19.0,0.7818930041152263374485596707818930
24.4,2.55,38.0,19.0,0.7786885245901639344262295081967213
24.5,2.55,38.0,19.0,0.7755102040816326530612244897959184
24.6,2.55,38.0,19.0,0.7723577235772357723577235772357724
24.7,2.55,38.0,19.0,0.7692307692307692307692307692307692
24.8,2.55,38.0,19.0,0.7661290322580645161290322580645161
24.9,2.55,38.0,19.0,0.7630522088353413654618473895582329
25.0,2.55,38.0,19.0,0.76
25.1,2.55,38.0,19.0,0.7569721115537848605577689243027888
25.2,2.55,38.0,19.0,0.7539682539682539682539682539682540
25.3,2.55,38.0,19.0,0.7509881422924901185770750988142292
25.4,2.55,38.0,19.0,0.7480314960629921259842519685039370
25.5,2.55,38.0,19.0,0.7450980392156862745098039215686275
25.6,2.55,38.0,19.0,0.7421875
25.7,2.55,38.0,19.0,0.7392996108949416342412451361867704
25.8,2.55,38.0,19.0,0.7364341085271317829457364341085271
25.9,2.55,38.0,19.0,0.7335907335907335907335907335907336
26.0,2.55,38.0,19.0,0.7307692307692307692307692307692308
26.1,2.55,38.0,19.0,0.7279693486590038314176245210727969
26.2,2.55,38.0,19.0,0.7251908396946564885496183206106870
26.3,2.55,38.0,19.0,0.7224334600760456273764258555133080
26.4,2.55,38.0,19.0,0.7196969696969696969696969696969697
26.5,2.55,38.0,19.0,0.7169811320754716981132075471698113
26.6,2.55,38.0,19.0,0.7142857142857142857142857142857143
26.7,2.55,38.0,19.0,0.7116104868913857677902621722846442
26.8,2.55,38.0,19.0,0.7089552238805970149253731343283582
26.9,2.55,38.0,19.0,0.7063197026022304832713754646840149
27.0,2.55,38.0,19.0,0.7037037037037037037037037037037037
27.1,2.55,38.0,19.0,0.7011070110701107011070110701107011
27.2,2.55,38.0,19.0,0.6985294117647058823529411764705882
27.3,2.55,38.0,19.0,0.6959706959706959706959706959706960
27.4,2.55,38.0,19.0,0.6934306569343065693430656934306569
27.5,2.55,38.0,19.0,0.6909090909090909090909090909090909
27.6,2.55,38.0,19.0,0.6884057971014492753623188405797101
27.7,2.55,38.0,19.0,0.6859205776173285198555956678700361
27.8,2.55,38.0,19.0,0.6834532374100719424460431654676259
27.9,2.55,38.0,19.0,0.6810035842293906810035842293906810
28.0,2.55,38.0,19.0,0.6785714285714285714285714285714286
28.1,2.55,38.0,19.0,0.6761565836298932384341637010676157
28.2,2.55,38.0,19.0,0.6737588652482269503546099290780142
28.3,2.55,38.0,19.0,0.6713780918727915194346289752650177
28.4,2.55,38.0,19.0,0.6690140845070422535211267605633803
28.5,2.55,38.0,19.0,0.6666666666666666666666666666666667
28.6,2.55,38.0,19.0,0.6643356643356643356643356643356643
28.7,2.55,38.0,19.0,0.6620209059233449477351916376306620
28.8,2.55,38.0,19.0,0.6597222222222222222222222222222222
28.9,2.55,38.0,19.0,0.6574394463667820069204152249134948
29.0,2.55,38.0,19.0,0.6551724137931034482758620689655172
29.1,2.55,38.0,19.0,0.6529209621993127147766323024054983
29.2,2.55,38.0,19.0,0.6506849315068493150684931506849315
29.3,2.55,38.0,19.0,0.6484641638225255972696245733788396
29.4,2.55,38.0,19.0,0.6462585034013605442176870748299320
29.5,2.55,38.0,19.0,0.6440677966101694915254237288135593
29.6,2.55,38.0,19.0,0.6418918918918918918918918918918919
29.7,2.55,38.0,19.0,0.6397306397306397306397306397306397
29.8,2.55,38.0,19.0,0.6375838926174496644295302013422819
29.9,2.55,38.0,19.0,0.6354515050167224080267558528428094
30.0,2.55,38.0,19.0,0.6333333333333333333333333333333333
30.1,2.55,38.0,19.0,0.6312292358803986710963455149501661
30.2,2.55,38.0,19.0,0.6291390728476821192052980132450331
30.3,2.55,38.0,19.0,0.6270627062706270627062706270627063
30.4,2.55,38.0,19.0,0.625
30.5,2.55,38.0,19.0,0.6229508196721311475409836065573770
30.6,2.55,38.0,19.0,0.6209150326797385620915032679738562
30.7,2.55,38.0,19.0,0.6188925081433224755700325732899023
30.8,2.55,38.0,19.0,0.6168831168831168831168831168831169
30.9,2.55,38.0,19.0,0.6148867313915857605177993527508091
31.0,2.55,38.0,19.0,0.6129032258064516129032258064516129
31.1,2.55,38.0,19.0,0.6109324758842443729903536977491961
31.2,2.55,38.0,19.0,0.6089743589743589743589743589743590
31.3,2.55,38.0,19.0,0.6070287539936102236421725239616613
31.4,2.55,38.0,19.0,0.6050955414012738853503184713375796
31.5,2.55,38.0,19.0,0.6031746031746031746031746031746032
31.6,2.55,38.0,19.0,0.6012658227848101265822784810126582
31.7,2.55,38.0,19.0,0.5993690851735015772870662460567823
31.8,2.55,38.0,19.0,0.5974842767295597484276729559748428
31.9,2.55,38.0,19.0,0.5956112852664576802507836990595611
32.0,2.55,38.0,19.0,0.59375
32.1,2.55,38.0,19.0,0.5919003115264797507788161993769470
32.2,2.55,38.0,19.0,0.5900621118012422360248447204968944
32.3,2.55,38.0,19.0,0.5882352941176470588235294117647059
32.4,2.55,38.0,19.0,0.5864197530864197530864197530864198
32.5,2.55,38.0,19.0,0.5846153846153846153846153846153846
32.6,2.55,38.0,19.0,0.5828220858895705521472392638036810
32.7,2.55,38.0,19.0,0.5810397553516819571865443425076453
32.8,2.55,38.0,19.0,0.5792682926829268292682926829268293
32.9,2.55,38.0,19.0,0.5775075987841945288753799392097264
33.0,2.55,38.0,19.0,0.5757575757575757575757575757575758
33.1,2.55,38.0,19.0,0.5740181268882175226586102719033233
33.2,2.55,38.0,19.0,0.5722891566265060240963855421686747
33.3,2.55,38.1,19.05,0.5720720720720720720720720720720721
33.4,2.55,38.3,19.15,0.5733532934131736526946107784431138
33.5,2.55,38.5,19.25,0.5746268656716417910447761194029851
33.6,2.60,38.6,19.3,0.5744047619047619047619047619047619
33.7,2.70,38.6,19.3,0.5727002967359050445103857566765579
33.8,2.80,38.6,19.3,0.5710059171597633136094674556213018
33.9,2.90,38.6,19.3,0.5693215339233038348082595870206490
34.0,3.00,38.6,19.3,0.5676470588235294117647058823529412
34.1,3.10,38.6,19.3,0.5659824046920821114369501466275660
34.2,3.20,38.6,19.3,0.5643274853801169590643274853801170
34.3,3.30,38.6,19.3,0.5626822157434402332361516034985423
34.4,3.40,38.6,19.3,0.5610465116279069767441860465116279
34.5,3.50,38.6,19.3,0.5594202898550724637681159420289855
34.6,3.60,38.6,19.3,0.5578034682080924855491329479768786
34.7,3.70,38.6,19.3,0.5561959654178674351585014409221902
34.8,3.75,38.6,19.3,0.5545977011494252873563218390804598
34.9,3.75,38.6,19.3,0.5530085959885386819484240687679083
35.0,3.75,38.6,19.3,0.5514285714285714285714285714285714
35.1,3.75,38.6,19.3,0.5498575498575498575498575498575499
35.2,3.75,38.6,19.3,0.5482954545454545454545454545454545
35.3,3.75,38.6,19.3,0.5467422096317280453257790368271955
35.4,3.75,38.6,19.3,0.5451977401129943502824858757062147
35.5,3.75,38.6,19.3,0.5436619718309859154929577464788732
35.6,3.75,38.6,19.3,0.5421348314606741573033707865168539
35.7,3.75,38.6,19.3,0.5406162464985994397759103641456583
35.8,3.75,38.6,19.3,0.5391061452513966480446927374301676
35.9,3.75,38.6,19.3,0.5376044568245125348189415041782730
36.0,3.75,38.6,19.3,0.5361111111111111111111111111111111
36.1,3.75,38.6,19.3,0.5346260387811634349030470914127424
36.2,3.75,38.6,19.3,0.5331491712707182320441988950276243
36.3,3.75,38.6,19.3,0.5316804407713498622589531680440771
36.4,3.75,38.6,19.3,0.5302197802197802197802197802197802
36.5,3.75,38.6,19.3,0.5287671232876712328767123287671233
36.6,3.75,38.6,19.3,0.5273224043715846994535519125683060
36.7,3.75,38.6,19.3,0.5258855585831062670299727520435967
36.8,3.75,38.6,19.3,0.5244565217391304347826086956521739
36.9,3.75,38.6,19.3,0.5230352303523035230352303523035230
37.0,3.75,38.6,19.3,0.5216216216216216216216216216216216
37.1,3.75,38.6,19.3,0.5202156334231805929919137466307278
37.2,3.75,38.6,19.3,0.5188172043010752688172043010752688
37.3,3.75,38.6,19.3,0.5174262734584450402144772117962466
37.4,3.75,38.6,19.3,0.5160427807486631016042780748663102
37.5,3.75,38.6,19.3,0.5146666666666666666666666666666667
37.6,3.75,38.6,19.3,0.5132978723404255319148936170212766
37.7,3.75,38.6,19.3,0.5119363395225464190981432360742706
37.8,3.75,38.6,19.3,0.5105820105820105820105820105820106
37.9,3.75,38.6,19.3,0.5092348284960422163588390501319261
38.0,3.75,38.6,19.3,0.5078947368421052631578947368421053
38.1,3.75,38.6,19.3,0.5065616797900262467191601049868766
38.2,3.75,38.6,19.3,0.5052356020942408376963350785340314
38.3,3.75,38.6,19.3,0.5039164490861618798955613577023499
38.4,3.75,38.6,19.3,0.5026041666666666666666666666666667
38.5,3.75,38.6,19.3,0.5012987012987012987012987012987013
38.6,3.75,38.6,19.3,0.5
38.7,3.75,38.6,19.3,0.4987080103359173126614987080103359
38.8,3.75,38.6,19.3,0.4974226804123711340206185567010309
38.9,3.75,38.6,19.3,0.4961439588688946015424164524421594
39.0,3.75,38.6,19.3,0.4948717948717948717948717948717949
39.1,3.75,38.6,19.3,0.4936061381074168797953964194373402
39.2,3.75,38.6,19.3,0.4923469387755102040816326530612245
39.3,3.75,38.6,19.3,0.4910941475826972010178117048346056
39.4,3.75,38.6,19.3,0.4898477157360406091370558375634518
39.5,3.75,38.6,19.3,0.4886075949367088607594936708860759
39.6,3.75,38.6,19.3,0.4873737373737373737373737373737374
39.7,3.75,38.6,19.3,0.4861460957178841309823677581863980
39.8,3.75,38.6,19.3,0.4849246231155778894472361809045226
39.9,3.75,38.6,19.3,0.4837092731829573934837092731829574
40.0,3.75,38.6,19.3,0.4825
40.1,3.75,38.6,19.3,0.4812967581047381546134663341645885
40.2,3.75,38.6,19.3,0.4800995024875621890547263681592040
40.3,3.75,38.6,19.3,0.4789081885856079404466501240694789
40.4,3.75,38.6,19.3,0.4777227722772277227722772277227723
40.5,3.75,38.6,19.3,0.4765432098765432098765432098765432
40.6,3.75,38.6,19.3,0.4753694581280788177339901477832512
40.7,3.75,38.6,19.3,0.4742014742014742014742014742014742
40.8,3.75,38.6,19.3,0.4730392156862745098039215686274510
40.9,3.75,38.6,19.3,0.4718826405867970660146699266503667
41.0,3.75,38.6,19.3,0.4707317073170731707317073170731707
41.1,3.75,38.6,19.3,0.4695863746958637469586374695863747
41.2,3.75,38.6,19.3,0.4684466019417475728155339805825243
41.3,3.75,38.6,19.3,0.4673123486682808716707021791767554
41.4,3.75,38.6,19.3,0.4661835748792270531400966183574879
41.5,3.75,38.6,19.3,0.4650602409638554216867469879518072
41.6,3.75,38.6,19.3,0.4639423076923076923076923076923077
41.7,3.75,38.6,19.3,0.4628297362110311750599520383693046
41.8,3.75,38.6,19.3,0.4617224880382775119617224880382775
41.9,3.75,38.6,19.3,0.4606205250596658711217183770883055
42.0,3.75,38.6,19.3,0.4595238095238095238095238095238095
42.1,3.75,38.6,19.3,0.4584323040380047505938242280285036
42.2,3.75,38.6,19.3,0.4573459715639810426540284360189573
42.3,3.75,38.6,19.3,0.4562647754137115839243498817966903
42.4,3.75,38.6,19.3,0.4551886792452830188679245283018868
42.5,3.75,38.6,19.3,0.4541176470588235294117647058823529
42.6,3.75,38.6,19.3,0.4530516431924882629107981220657277
42.7,3.75,38.6,19.3,0.4519906323185011709601873536299766
42.8,3.75,38.6,19.3,0.4509345794392523364485981308411215
42.9,3.75,38.6,19.3,0.4498834498834498834498834498834499
43.0,3.75,38.6,19.3,0.4488372093023255813953488372093023
43.1,3.75,38.6,19.3,0.4477958236658932714617169373549884
43.2,3.75,38.6,19.3,0.4467592592592592592592592592592593
43.3,3.75,38.6,19.3,0.4457274826789838337182448036951501
43.4,3.75,38.6,19.3,0.4447004608294930875576036866359447
43.5,3.75,38.6,19.3,0.4436781609195402298850574712643678
43.6,3.75,38.6,19.3,0.4426605504587155963302752293577982
43.7,3.75,38.6,19.3,0.4416475972540045766590389016018307
43.8,3.75,38.6,19.3,0.4406392694063926940639269406392694
43.9,3.75,38.6,19.3,0.4396355353075170842824601366742597
44.0,3.75,38.6,19.3,0.4386363636363636363636363636363636
44.1,3.75,38.6,19.3,0.4376417233560090702947845804988662
44.2,3.75,38.6,19.3,0.4366515837104072398190045248868778
44.3,3.75,38.6,19.3,0.4356659142212189616252821670428894
44.4,3.75,38.6,19.3,0.4346846846846846846846846846846847
44.5,3.75,38.6,19.3,0.4337078651685393258426966292134831
44.6,3.75,38.6,19.3,0.4327354260089686098654708520179372
44.7,3.75,38.6,19.3,0.4317673378076062639821029082774049
44.8,3.75,38.6,19.3,0.4308035714285714285714285714285714
44.9,3.75,38.6,19.3,0.4298440979955456570155902004454343
45.0,3.75,38.7,19.35,0.43
45.1,3.75,38.9,19.45,0.4312638580931263858093126385809313
45.2,3.75,39.1,19.55,0.4325221238938053097345132743362832
45.3,3.75,39.3,19.65,0.4337748344370860927152317880794702
45.4,3.75,39.5,19.75,0.4350220264317180616740088105726872
45.5,3.75,39.7,19.85,0.4362637362637362637362637362637363
45.6,3.75,39.9,19.95,0.4375
45.7,3.75,40.1,20.05,0.4387308533916849015317286652078775
45.8,3.75,40.3,20.15,0.4399563318777292576419213973799127
45.9,3.75,40.5,20.25,0.4411764705882352941176470588235294
46.0,3.75,40.7,20.35,0.4423913043478260869565217391304348
46.1,3.75,40.9,20.45,0.4436008676789587852494577006507592
46.2,3.75,41.1,20.55,0.4448051948051948051948051948051948
46.3,3.75,41.3,20.65,0.4460043196544276457883369330453564
46.4,3.75,41.5,20.75,0.4471982758620689655172413793103448
46.5,3.75,41.7,20.85,0.4483870967741935483870967741935484
46.6,3.75,41.9,20.95,0.4495708154506437768240343347639485
46.7,3.75,42.1,21.05,0.4507494646680942184154175588865096
46.8,3.75,42.3,21.15,0.4519230769230769230769230769230769
46.9,3.75,42.5,21.25,0.4530916844349680170575692963752665
47.0,3.75,42.7,21.35,0.4542553191489361702127659574468085
47.1,3.75,42.9,21.45,0.4554140127388535031847133757961783
47.2,3.75,43.1,21.55,0.4565677966101694915254237288135593
47.3,3.75,43.3,21.65,0.4577167019027484143763213530655391
47.4,3.75,43.5,21.75,0.4588607594936708860759493670886076
47.5,3.75,43.7,21.85,0.46
47.6,3.75,43.9,21.95,0.4611344537815126050420168067226891
47.7,3.75,44.1,22.05,0.4622641509433962264150943396226415
47.8,3.75,44.3,22.15,0.4633891213389121338912133891213389
47.9,3.75,44.5,22.25,0.4645093945720250521920668058455115
48.0,3.75,44.7,22.35,0.465625
48.1,3.75,44.9,22.45,0.4667359667359667359667359667359667
48.2,3.75,45.1,22.55,0.4678423236514522821576763485477178
48.3,3.75,45.3,22.65,0.4689440993788819875776397515527950
48.4,3.75,45.5,22.75,0.4700413223140495867768595041322314
48.5,3.75,45.7,22.85,0.4711340206185567010309278350515464
48.6,3.75,45.9,22.95,0.4722222222222222222222222222222222
48.7,3.75,46.1,23.05,0.4733059548254620123203285420944559
48.8,3.75,46.3,23.15,0.4743852459016393442622950819672131
48.9,3.75,46.5,23.25,0.4754601226993865030674846625766871
49.0,3.75,46.7,23.35,0.4765306122448979591836734693877551
49.1,3.75,46.9,23.45,0.4775967413441955193482688391038697
49.2,3.75,47.1,23.55,0.4786585365853658536585365853658537
49.3,3.75,47.3,23.65,0.4797160243407707910750507099391481
49.4,3.75,47.5,23.75,0.4807692307692307692307692307692308
49.5,3.75,47.7,23.85,0.4818181818181818181818181818181818
49.6,3.75,47.9,23.95,0.4828629032258064516129032258064516
49.7,3.75,48.1,24.05,0.4839034205231388329979879275653924
49.8,3.75,48.3,24.15,0.4849397590361445783132530120481928
49.9,3.75,48.5,24.25,0.4859719438877755511022044088176353
50.0,3.75,48.7,24.35,0.487
50.1,3.75,48.9,24.45,0.4880239520958083832335329341317365
50.2,3.75,49.1,24.55,0.4890438247011952191235059760956175
50.3,3.75,49.3,24.65,0.4900596421471172962226640159045726
50.4,3.75,49.5,24.75,0.4910714285714285714285714285714286
50.5,3.75,49.7,24.85,0.4920792079207920792079207920792079
50.6,3.75,49.9,24.95,0.4930830039525691699604743083003953
50.7,3.75,50.1,25.05,0.4940828402366863905325443786982249
50.8,3.75,50.3,25.15,0.4950787401574803149606299212598425
50.9,3.75,50.5,25.25,0.4960707269155206286836935166994106
51.0,3.75,50.7,25.35,0.4970588235294117647058823529411765
51.1,3.75,50.9,25.45,0.4980430528375733855185909980430528
51.2,3.75,51.1,25.55,0.4990234375
51.3,3.75,51.3,25.65,0.5
51.4,3.75,51.5,25.75,0.5009727626459143968871595330739300
51.5,3.75,51.7,25.85,0.5019417475728155339805825242718447
51.6,3.75,51.9,25.95,0.5029069767441860465116279069767442
51.7,3.75,52.1,26.05,0.5038684719535783365570599613152805
51.8,3.75,52.3,26.15,0.5048262548262548262548262548262548
51.9,3.75,52.5,26.25,0.5057803468208092485549132947976879
52.0,3.75,52.7,26.35,0.5067307692307692307692307692307692
52.1,3.75,52.9,26.45,0.5076775431861804222648752399232246
52.2,3.75,53.1,26.55,0.5086206896551724137931034482758621
52.3,3.75,53.3,26.65,0.5095602294455066921606118546845124
52.4,3.75,53.5,26.75,0.5104961832061068702290076335877863
52.5,3.75,53.7,26.85,0.5114285714285714285714285714285714
52.6,3.75,53.9,26.95,0.5123574144486692015209125475285171
52.7,3.75,54.1,27.05,0.5132827324478178368121442125237192
52.8,3.75,54.3,27.15,0.5142045454545454545454545454545455
52.9,3.75,54.5,27.25,0.5151228733459357277882797731568998
53.0,3.75,54.7,27.35,0.5160377358490566037735849056603774
53.1,3.75,54.9,27.45,0.5169491525423728813559322033898305
53.2,3.75,55.1,27.55,0.5178571428571428571428571428571429
