time,cumulativeEmpty,cumulativeBatchingIdleReward,batchingIdleTime,batchingIdleFraction
98.6,7.05,77.4,38.7,0.3924949290060851926977687626774848
98.7,7.05,77.4,38.7,0.3920972644376899696048632218844985
98.8,7.05,77.4,38.7,0.3917004048582995951417004048582996
98.9,7.05,77.4,38.7,0.3913043478260869565217391304347826
99.0,7.05,77.4,38.7,0.3909090909090909090909090909090909
99.1,7.05,77.4,38.7,0.3905146316851664984863773965691221
99.2,7.05,77.4,38.7,0.3901209677419354838709677419354839
99.3,7.05,77.4,38.7,0.3897280966767371601208459214501511
99.4,7.05,77.4,38.7,0.3893360160965794768611670020120724
99.5,7.05,77.4,38.7,0.3889447236180904522613065326633166
99.6,7.05,77.4,38.7,0.3885542168674698795180722891566265
